Subject,trial_number,State_1_chosen,State_2_chosen,State_3_chosen,outcome_type,State_1_shown,State_2_shown,State_3_shown,RT_1,RT_2,RT_3,Reward_received,Shock_received,trial_type,State_1_shock,State_2_shock
M205,0,2,3,6,invalid_moves,1,3,5,nan,nan,nan,,0.0,0.0,0.0,1.0
M205,1,1,3,6,too_few_moves,1,3,5,nan,nan,nan,,1.0,0.0,1.0,0.0
M205,2,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,3,1,3,5,moves_entered,1,3,5,7.434383445032836,9.837846333167363,12.315114853282466,,0.0,0.0,0.0,1.0
M205,4,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,1.0,1.0,0.0,1.0
M205,5,1,3,5,moves_entered,1,3,5,8.229657691324974,9.855149727197386,11.78947408942986,,1.0,0.0,1.0,0.0
M205,6,nan,nan,nan,moves_entered,nan,nan,6,nan,nan,nan,,0.0,1.0,1.0,0.0
M205,7,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,8,nan,nan,nan,too_few_moves,1,3,5,nan,nan,nan,,1.0,0.0,1.0,0.0
M205,9,1,3,5,moves_entered,1,3,5,7.685222906184208,9.706931567387983,11.702580529187799,,1.0,0.0,1.0,0.0
M205,10,1,3,5,moves_entered,1,3,5,7.590107965867901,9.74828651509506,12.197289689498575,,0.0,0.0,0.0,1.0
M205,11,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,1.0,1.0,1.0,0.0
M205,12,1,3,5,moves_entered,1,3,5,7.649690543370525,9.70255006723346,11.700408357554807,,0.0,0.0,0.0,1.0
M205,13,1,3,5,moves_entered,1,3,5,7.6989384845946915,9.921404142089159,11.993159115505478,,1.0,0.0,1.0,0.0
M205,14,1,3,5,moves_entered,1,3,5,7.725968280067718,9.897756962481253,11.687736519497776,,1.0,0.0,1.0,0.0
M205,15,1,3,5,moves_entered,1,3,5,7.6449679362831375,10.265068541069923,11.920940852593048,,1.0,0.0,1.0,0.0
M205,16,nan,nan,nan,moves_entered,nan,nan,5,nan,nan,nan,,0.0,1.0,0.0,1.0
M205,17,1,3,5,moves_entered,1,3,5,7.953486270194844,9.659079854840456,11.764191002476764,,1.0,0.0,1.0,0.0
M205,18,1,4,6,invalid_moves,2,4,6,nan,nan,nan,,0.0,0.0,1.0,0.0
M205,nan,1,4,6,invalid_moves,2,4,6,nan,nan,nan,,0.0,nan,1.0,0.0
